schema_id,table_name,table_name_original,primary_key,column_list,column_list_original,column_datatypes,foreign_keys
decoration_competition,round,round,Member_ID,"['round id', 'member id', 'decoration theme', 'rank in round']","['Round_ID', 'Member_ID', 'Decoration_Theme', 'Rank_in_Round']","['number', 'number', 'text', 'number']","[['round', 'Member_ID', 'member', 'Member_ID']]"
phone_market,phone,phone,Phone_ID,"['name', 'phone id', 'memory in g', 'carrier', 'price']","['Name', 'Phone_ID', 'Memory_in_G', 'Carrier', 'Price']","['text', 'number', 'number', 'text', 'number']","[['phone market', 'Phone_ID', 'phone', 'Phone_ID']]"
phone_market,market,market,Market_ID,"['market id', 'district', 'num of employees', 'num of shops', 'ranking']","['Market_ID', 'District', 'Num_of_employees', 'Num_of_shops', 'Ranking']","['number', 'text', 'number', 'number', 'number']","[['phone market', 'Market_ID', 'market', 'Market_ID']]"
phone_market,phone market,phone_market,Market_ID,"['market id', 'phone id', 'num of stock']","['Market_ID', 'Phone_ID', 'Num_of_stock']","['number', 'text', 'number']","[['phone market', 'Market_ID', 'market', 'Market_ID']]"
store_product,product,product,product_id,"['product id', 'product', 'dimensions', 'dpi', 'pages per minute color', 'max page size', 'interface']","['product_id', 'product', 'dimensions', 'dpi', 'pages_per_minute_color', 'max_page_size', 'interface']","['number', 'text', 'text', 'number', 'number', 'text', 'text']",[]
store_product,store,store,Store_ID,"['store id', 'store name', 'type', 'area size', 'number of product category', 'ranking']","['Store_ID', 'Store_Name', 'Type', 'Area_size', 'Number_of_product_category', 'Ranking']","['number', 'text', 'text', 'number', 'number', 'number']","[['store product', 'Store_ID', 'store', 'Store_ID'], ['store district', 'Store_ID', 'store', 'Store_ID']]"
store_product,district,district,District_ID,"['district id', 'district name', 'headquartered city', 'city population', 'city area']","['District_ID', 'District_name', 'Headquartered_City', 'City_Population', 'City_Area']","['number', 'text', 'text', 'number', 'number']","[['store district', 'District_ID', 'district', 'District_ID']]"
store_product,store product,store_product,Store_ID,"['store id', 'product id']","['Store_ID', 'Product_ID']","['number', 'number']","[['store product', 'Store_ID', 'store', 'Store_ID'], ['store district', 'Store_ID', 'store', 'Store_ID']]"
store_product,store district,store_district,Store_ID,"['store id', 'district id']","['Store_ID', 'District_ID']","['number', 'number']","[['store product', 'Store_ID', 'store', 'Store_ID'], ['store district', 'Store_ID', 'store', 'Store_ID']]"
assets_maintenance,third party companies,Third_Party_Companies,company_id,"['company id', 'company type', 'company name', 'company address', 'other company details']","['company_id', 'company_type', 'company_name', 'company_address', 'other_company_details']","['number', 'text', 'text', 'text', 'text']","[['maintenance contracts', 'maintenance_contract_company_id', 'third party companies', 'company_id'], ['assets', 'supplier_company_id', 'third party companies', 'company_id'], ['maintenance engineers', 'company_id', 'third party companies', 'company_id']]"
assets_maintenance,maintenance contracts,Maintenance_Contracts,maintenance_contract_id,"['maintenance contract id', 'maintenance contract company id', 'contract start date', 'contract end date', 'other contract details']","['maintenance_contract_id', 'maintenance_contract_company_id', 'contract_start_date', 'contract_end_date', 'other_contract_details']","['number', 'number', 'time', 'time', 'text']","[['assets', 'maintenance_contract_id', 'maintenance contracts', 'maintenance_contract_id']]"
assets_maintenance,parts,Parts,part_id,"['part id', 'part name', 'chargeable yn', 'chargeable amount', 'other part details']","['part_id', 'part_name', 'chargeable_yn', 'chargeable_amount', 'other_part_details']","['number', 'text', 'text', 'text', 'text']","[['asset parts', 'part_id', 'parts', 'part_id'], ['part faults', 'part_id', 'parts', 'part_id']]"
assets_maintenance,skills,Skills,skill_id,"['skill id', 'skill code', 'skill description']","['skill_id', 'skill_code', 'skill_description']","['number', 'text', 'text']","[['engineer skills', 'skill_id', 'skills', 'skill_id'], ['skills required to fix', 'skill_id', 'skills', 'skill_id']]"
assets_maintenance,staff,Staff,staff_id,"['staff id', 'staff name', 'gender', 'other staff details']","['staff_id', 'staff_name', 'gender', 'other_staff_details']","['number', 'text', 'text', 'text']","[['fault log', 'recorded_by_staff_id', 'staff', 'staff_id'], ['engineer visits', 'contact_staff_id', 'staff', 'staff_id']]"
assets_maintenance,assets,Assets,asset_id,"['asset id', 'maintenance contract id', 'supplier company id', 'asset details', 'asset make', 'asset model', 'asset acquired date', 'asset disposed date', 'other asset details']","['asset_id', 'maintenance_contract_id', 'supplier_company_id', 'asset_details', 'asset_make', 'asset_model', 'asset_acquired_date', 'asset_disposed_date', 'other_asset_details']","['number', 'number', 'number', 'text', 'text', 'text', 'time', 'time', 'text']","[['asset parts', 'asset_id', 'assets', 'asset_id'], ['fault log', 'asset_id', 'assets', 'asset_id']]"
assets_maintenance,asset parts,Asset_Parts,engineer_id,"['asset id', 'part id']","['asset_id', 'part_id']","['number', 'number']","[['engineer skills', 'engineer_id', 'maintenance engineers', 'engineer_id'], ['engineer visits', 'engineer_id', 'maintenance engineers', 'engineer_id']]"
assets_maintenance,maintenance engineers,Maintenance_Engineers,fault_log_entry_id,"['engineer id', 'company id', 'first name', 'last name', 'other details']","['engineer_id', 'company_id', 'first_name', 'last_name', 'other_details']","['number', 'number', 'text', 'text', 'text']","[['engineer visits', 'fault_log_entry_id', 'fault log', 'fault_log_entry_id'], ['fault log parts', 'fault_log_entry_id', 'fault log', 'fault_log_entry_id']]"
assets_maintenance,engineer skills,Engineer_Skills,engineer_visit_id,"['engineer id', 'skill id']","['engineer_id', 'skill_id']","['number', 'number']",[]
assets_maintenance,fault log,Fault_Log,part_fault_id,"['fault log entry id', 'asset id', 'recorded by staff id', 'fault log entry datetime', 'fault description', 'other fault details']","['fault_log_entry_id', 'asset_id', 'recorded_by_staff_id', 'fault_log_entry_datetime', 'fault_description', 'other_fault_details']","['number', 'number', 'number', 'time', 'text', 'text']","[['fault log parts', 'part_fault_id', 'part faults', 'part_fault_id'], ['skills required to fix', 'part_fault_id', 'part faults', 'part_fault_id']]"
assets_maintenance,engineer visits,Engineer_Visits,NO_PRIMARY_KEY,"['engineer visit id', 'contact staff id', 'engineer id', 'fault log entry id', 'fault status', 'visit start datetime', 'visit end datetime', 'other visit details']","['engineer_visit_id', 'contact_staff_id', 'engineer_id', 'fault_log_entry_id', 'fault_status', 'visit_start_datetime', 'visit_end_datetime', 'other_visit_details']","['number', 'number', 'number', 'number', 'text', 'time', 'time', 'text']","[['fault log parts', 'part_fault_id', 'part faults', 'part_fault_id'], ['skills required to fix', 'part_fault_id', 'part faults', 'part_fault_id']]"
assets_maintenance,part faults,Part_Faults,NO_PRIMARY_KEY,"['part fault id', 'part id', 'fault short name', 'fault description', 'other fault details']","['part_fault_id', 'part_id', 'fault_short_name', 'fault_description', 'other_fault_details']","['number', 'number', 'text', 'text', 'text']","[['fault log parts', 'part_fault_id', 'part faults', 'part_fault_id'], ['skills required to fix', 'part_fault_id', 'part faults', 'part_fault_id']]"
assets_maintenance,fault log parts,Fault_Log_Parts,NO_PRIMARY_KEY,"['fault log entry id', 'part fault id', 'fault status']","['fault_log_entry_id', 'part_fault_id', 'fault_status']","['number', 'number', 'text']","[['fault log parts', 'part_fault_id', 'part faults', 'part_fault_id'], ['skills required to fix', 'part_fault_id', 'part faults', 'part_fault_id']]"
assets_maintenance,skills required to fix,Skills_Required_To_Fix,NO_PRIMARY_KEY,"['part fault id', 'skill id']","['part_fault_id', 'skill_id']","['number', 'number']","[['fault log parts', 'part_fault_id', 'part faults', 'part_fault_id'], ['skills required to fix', 'part_fault_id', 'part faults', 'part_fault_id']]"
student_assessment,addresses,Addresses,address_id,"['address id', 'line 1', 'line 2', 'city', 'zip postcode', 'state province county', 'country']","['address_id', 'line_1', 'line_2', 'city', 'zip_postcode', 'state_province_county', 'country']","['number', 'text', 'text', 'text', 'text', 'text', 'text']","[['people addresses', 'address_id', 'addresses', 'address_id']]"
